Domain,Indicator,Item,Element,CountryCode,CountryName,Region,Scenario,Units,Year,Value
Market,"Commodity balances, volume",Beef and veal,Food use,ZWE,Zimbabwe,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2040,268.257
Market,"Commodity balances, volume",Beef and veal,Food use,ZWE,Zimbabwe,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2050,312.664
Market,"Commodity balances, volume",Poultry meat,Food use,AGO,Angola,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2012,373.632
Market,"Commodity balances, volume",Poultry meat,Food use,AGO,Angola,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2030,693.963
Market,"Commodity balances, volume",Poultry meat,Food use,AGO,Angola,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2035,783.925
Market,"Commodity balances, volume",Poultry meat,Food use,AGO,Angola,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2040,911.808
Market,"Commodity balances, volume",Poultry meat,Food use,AGO,Angola,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2050,1408.915
Market,"Commodity balances, volume",Poultry meat,Food use,AGO,Angola,Sub-Saharan Africa,Business As Usual,1000 tonnes,2012,373.632
Market,"Commodity balances, volume",Poultry meat,Food use,AGO,Angola,Sub-Saharan Africa,Business As Usual,1000 tonnes,2030,690.906
Market,"Commodity balances, volume",Poultry meat,Food use,AGO,Angola,Sub-Saharan Africa,Business As Usual,1000 tonnes,2035,747.59
Market,"Commodity balances, volume",Poultry meat,Food use,AGO,Angola,Sub-Saharan Africa,Business As Usual,1000 tonnes,2040,798.696
Market,"Commodity balances, volume",Poultry meat,Food use,AGO,Angola,Sub-Saharan Africa,Business As Usual,1000 tonnes,2050,942.045
Market,"Commodity balances, volume",Poultry meat,Food use,AGO,Angola,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2012,373.632
Market,"Commodity balances, volume",Poultry meat,Food use,AGO,Angola,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2030,840.272
Market,"Commodity balances, volume",Poultry meat,Food use,AGO,Angola,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2035,916.568
Market,"Commodity balances, volume",Poultry meat,Food use,AGO,Angola,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2040,959.48
Market,"Commodity balances, volume",Poultry meat,Food use,AGO,Angola,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2050,1055.305
Market,"Commodity balances, volume",Poultry meat,Food use,BEN,Benin,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2012,192.186
Market,"Commodity balances, volume",Poultry meat,Food use,BEN,Benin,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2030,394.629
Market,"Commodity balances, volume",Poultry meat,Food use,BEN,Benin,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2035,472.248
Market,"Commodity balances, volume",Poultry meat,Food use,BEN,Benin,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2040,553.015
Market,"Commodity balances, volume",Poultry meat,Food use,BEN,Benin,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2050,709.858
Market,"Commodity balances, volume",Poultry meat,Food use,BEN,Benin,Sub-Saharan Africa,Business As Usual,1000 tonnes,2012,192.186
Market,"Commodity balances, volume",Poultry meat,Food use,BEN,Benin,Sub-Saharan Africa,Business As Usual,1000 tonnes,2030,370.563
Market,"Commodity balances, volume",Poultry meat,Food use,BEN,Benin,Sub-Saharan Africa,Business As Usual,1000 tonnes,2035,437.372
Market,"Commodity balances, volume",Poultry meat,Food use,BEN,Benin,Sub-Saharan Africa,Business As Usual,1000 tonnes,2040,514.13
Market,"Commodity balances, volume",Poultry meat,Food use,BEN,Benin,Sub-Saharan Africa,Business As Usual,1000 tonnes,2050,701.222
Market,"Commodity balances, volume",Poultry meat,Food use,BEN,Benin,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2012,192.186
Market,"Commodity balances, volume",Poultry meat,Food use,BEN,Benin,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2030,412.496
Market,"Commodity balances, volume",Poultry meat,Food use,BEN,Benin,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2035,465.573
Market,"Commodity balances, volume",Poultry meat,Food use,BEN,Benin,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2040,514.575
Market,"Commodity balances, volume",Poultry meat,Food use,BEN,Benin,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2050,607.804
Market,"Commodity balances, volume",Poultry meat,Food use,BFA,Burkina Faso,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2012,38.933
Market,"Commodity balances, volume",Poultry meat,Food use,BFA,Burkina Faso,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2030,93.573
Market,"Commodity balances, volume",Poultry meat,Food use,BFA,Burkina Faso,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2035,112.773
Market,"Commodity balances, volume",Poultry meat,Food use,BFA,Burkina Faso,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2040,133.137
Market,"Commodity balances, volume",Poultry meat,Food use,BFA,Burkina Faso,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2050,175.507
Market,"Commodity balances, volume",Poultry meat,Food use,BFA,Burkina Faso,Sub-Saharan Africa,Business As Usual,1000 tonnes,2012,38.933
Market,"Commodity balances, volume",Poultry meat,Food use,BFA,Burkina Faso,Sub-Saharan Africa,Business As Usual,1000 tonnes,2030,89.296
Market,"Commodity balances, volume",Poultry meat,Food use,BFA,Burkina Faso,Sub-Saharan Africa,Business As Usual,1000 tonnes,2035,108.407
Market,"Commodity balances, volume",Poultry meat,Food use,BFA,Burkina Faso,Sub-Saharan Africa,Business As Usual,1000 tonnes,2040,130.542
Market,"Commodity balances, volume",Poultry meat,Food use,BFA,Burkina Faso,Sub-Saharan Africa,Business As Usual,1000 tonnes,2050,186.028
Market,"Commodity balances, volume",Poultry meat,Food use,BFA,Burkina Faso,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2012,38.933
Market,"Commodity balances, volume",Poultry meat,Food use,BFA,Burkina Faso,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2030,100.551
Market,"Commodity balances, volume",Poultry meat,Food use,BFA,Burkina Faso,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2035,114.859
Market,"Commodity balances, volume",Poultry meat,Food use,BFA,Burkina Faso,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2040,128.789
Market,"Commodity balances, volume",Poultry meat,Food use,BFA,Burkina Faso,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2050,156.689
Market,"Commodity balances, volume",Poultry meat,Food use,BWA,Botswana,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2012,10.28
Market,"Commodity balances, volume",Poultry meat,Food use,BWA,Botswana,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2030,15.751
Market,"Commodity balances, volume",Poultry meat,Food use,BWA,Botswana,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2035,17.476
Market,"Commodity balances, volume",Poultry meat,Food use,BWA,Botswana,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2040,19.319
Market,"Commodity balances, volume",Poultry meat,Food use,BWA,Botswana,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2050,22.8
Market,"Commodity balances, volume",Poultry meat,Food use,BWA,Botswana,Sub-Saharan Africa,Business As Usual,1000 tonnes,2012,10.28
Market,"Commodity balances, volume",Poultry meat,Food use,BWA,Botswana,Sub-Saharan Africa,Business As Usual,1000 tonnes,2030,15.966
Market,"Commodity balances, volume",Poultry meat,Food use,BWA,Botswana,Sub-Saharan Africa,Business As Usual,1000 tonnes,2035,17.558
Market,"Commodity balances, volume",Poultry meat,Food use,BWA,Botswana,Sub-Saharan Africa,Business As Usual,1000 tonnes,2040,19.094
Market,"Commodity balances, volume",Poultry meat,Food use,BWA,Botswana,Sub-Saharan Africa,Business As Usual,1000 tonnes,2050,21.849
Market,"Commodity balances, volume",Poultry meat,Food use,BWA,Botswana,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2012,10.28
Market,"Commodity balances, volume",Poultry meat,Food use,BWA,Botswana,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2030,18.746
Market,"Commodity balances, volume",Poultry meat,Food use,BWA,Botswana,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2035,19.815
Market,"Commodity balances, volume",Poultry meat,Food use,BWA,Botswana,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2040,20.544
Market,"Commodity balances, volume",Poultry meat,Food use,BWA,Botswana,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2050,21.586
Market,"Commodity balances, volume",Poultry meat,Food use,CAF,Central African Republic,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2012,6.714
Market,"Commodity balances, volume",Poultry meat,Food use,CAF,Central African Republic,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2030,15.091
Market,"Commodity balances, volume",Poultry meat,Food use,CAF,Central African Republic,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2035,17.272
Market,"Commodity balances, volume",Poultry meat,Food use,CAF,Central African Republic,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2040,19.275
Market,"Commodity balances, volume",Poultry meat,Food use,CAF,Central African Republic,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2050,22.883
Market,"Commodity balances, volume",Poultry meat,Food use,CAF,Central African Republic,Sub-Saharan Africa,Business As Usual,1000 tonnes,2012,6.714
Market,"Commodity balances, volume",Poultry meat,Food use,CAF,Central African Republic,Sub-Saharan Africa,Business As Usual,1000 tonnes,2030,12.363
Market,"Commodity balances, volume",Poultry meat,Food use,CAF,Central African Republic,Sub-Saharan Africa,Business As Usual,1000 tonnes,2035,14.247
Market,"Commodity balances, volume",Poultry meat,Food use,CAF,Central African Republic,Sub-Saharan Africa,Business As Usual,1000 tonnes,2040,16.313
Market,"Commodity balances, volume",Poultry meat,Food use,CAF,Central African Republic,Sub-Saharan Africa,Business As Usual,1000 tonnes,2050,21.233
Market,"Commodity balances, volume",Poultry meat,Food use,CAF,Central African Republic,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2012,6.714
Market,"Commodity balances, volume",Poultry meat,Food use,CAF,Central African Republic,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2030,14.075
Market,"Commodity balances, volume",Poultry meat,Food use,CAF,Central African Republic,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2035,14.974
Market,"Commodity balances, volume",Poultry meat,Food use,CAF,Central African Republic,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2040,15.442
Market,"Commodity balances, volume",Poultry meat,Food use,CAF,Central African Republic,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2050,15.499
Market,"Commodity balances, volume",Poultry meat,Food use,CIV,C̫te d'Ivoire,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2012,44.878
Market,"Commodity balances, volume",Poultry meat,Food use,CIV,C̫te d'Ivoire,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2030,111.898
Market,"Commodity balances, volume",Poultry meat,Food use,CIV,C̫te d'Ivoire,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2035,125.986
Market,"Commodity balances, volume",Poultry meat,Food use,CIV,C̫te d'Ivoire,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2040,143.356
Market,"Commodity balances, volume",Poultry meat,Food use,CIV,C̫te d'Ivoire,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2050,191.552
Market,"Commodity balances, volume",Poultry meat,Food use,CIV,C̫te d'Ivoire,Sub-Saharan Africa,Business As Usual,1000 tonnes,2012,44.878
Market,"Commodity balances, volume",Poultry meat,Food use,CIV,C̫te d'Ivoire,Sub-Saharan Africa,Business As Usual,1000 tonnes,2030,112.427
Market,"Commodity balances, volume",Poultry meat,Food use,CIV,C̫te d'Ivoire,Sub-Saharan Africa,Business As Usual,1000 tonnes,2035,140.042
Market,"Commodity balances, volume",Poultry meat,Food use,CIV,C̫te d'Ivoire,Sub-Saharan Africa,Business As Usual,1000 tonnes,2040,171.923
Market,"Commodity balances, volume",Poultry meat,Food use,CIV,C̫te d'Ivoire,Sub-Saharan Africa,Business As Usual,1000 tonnes,2050,250.67
Market,"Commodity balances, volume",Poultry meat,Food use,CIV,C̫te d'Ivoire,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2012,44.878
Market,"Commodity balances, volume",Poultry meat,Food use,CIV,C̫te d'Ivoire,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2030,132.06
Market,"Commodity balances, volume",Poultry meat,Food use,CIV,C̫te d'Ivoire,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2035,147.204
Market,"Commodity balances, volume",Poultry meat,Food use,CIV,C̫te d'Ivoire,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2040,161.265
Market,"Commodity balances, volume",Poultry meat,Food use,CIV,C̫te d'Ivoire,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2050,189.629
Market,"Commodity balances, volume",Poultry meat,Food use,CMR,Cameroon,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2012,71.26
Market,"Commodity balances, volume",Poultry meat,Food use,CMR,Cameroon,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2030,146.97
Market,"Commodity balances, volume",Poultry meat,Food use,CMR,Cameroon,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2035,175.356
Market,"Commodity balances, volume",Poultry meat,Food use,CMR,Cameroon,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2040,206.825
Market,"Commodity balances, volume",Poultry meat,Food use,CMR,Cameroon,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2050,277.89
Market,"Commodity balances, volume",Poultry meat,Food use,CMR,Cameroon,Sub-Saharan Africa,Business As Usual,1000 tonnes,2012,71.26
Market,"Commodity balances, volume",Poultry meat,Food use,CMR,Cameroon,Sub-Saharan Africa,Business As Usual,1000 tonnes,2030,147.119
Market,"Commodity balances, volume",Poultry meat,Food use,CMR,Cameroon,Sub-Saharan Africa,Business As Usual,1000 tonnes,2035,177.05
Market,"Commodity balances, volume",Poultry meat,Food use,CMR,Cameroon,Sub-Saharan Africa,Business As Usual,1000 tonnes,2040,211.565
Market,"Commodity balances, volume",Poultry meat,Food use,CMR,Cameroon,Sub-Saharan Africa,Business As Usual,1000 tonnes,2050,295.307
Market,"Commodity balances, volume",Poultry meat,Food use,CMR,Cameroon,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2012,71.26
Market,"Commodity balances, volume",Poultry meat,Food use,CMR,Cameroon,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2030,174.267
Market,"Commodity balances, volume",Poultry meat,Food use,CMR,Cameroon,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2035,198.4
Market,"Commodity balances, volume",Poultry meat,Food use,CMR,Cameroon,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2040,219.918
Market,"Commodity balances, volume",Poultry meat,Food use,CMR,Cameroon,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2050,260.613
Market,"Commodity balances, volume",Poultry meat,Food use,COG,Republic of the Congo,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2012,64.421
Market,"Commodity balances, volume",Poultry meat,Food use,COG,Republic of the Congo,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2030,142.463
Market,"Commodity balances, volume",Poultry meat,Food use,COG,Republic of the Congo,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2035,169.982
Market,"Commodity balances, volume",Poultry meat,Food use,COG,Republic of the Congo,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2040,202.715
Market,"Commodity balances, volume",Poultry meat,Food use,COG,Republic of the Congo,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2050,281.866
Market,"Commodity balances, volume",Poultry meat,Food use,COG,Republic of the Congo,Sub-Saharan Africa,Business As Usual,1000 tonnes,2012,64.421
Market,"Commodity balances, volume",Poultry meat,Food use,COG,Republic of the Congo,Sub-Saharan Africa,Business As Usual,1000 tonnes,2030,141.717
Market,"Commodity balances, volume",Poultry meat,Food use,COG,Republic of the Congo,Sub-Saharan Africa,Business As Usual,1000 tonnes,2035,170.709
Market,"Commodity balances, volume",Poultry meat,Food use,COG,Republic of the Congo,Sub-Saharan Africa,Business As Usual,1000 tonnes,2040,204.35
Market,"Commodity balances, volume",Poultry meat,Food use,COG,Republic of the Congo,Sub-Saharan Africa,Business As Usual,1000 tonnes,2050,285.829
Market,"Commodity balances, volume",Poultry meat,Food use,COG,Republic of the Congo,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2012,64.421
Market,"Commodity balances, volume",Poultry meat,Food use,COG,Republic of the Congo,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2030,161.156
Market,"Commodity balances, volume",Poultry meat,Food use,COG,Republic of the Congo,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2035,185.45
Market,"Commodity balances, volume",Poultry meat,Food use,COG,Republic of the Congo,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2040,208.989
Market,"Commodity balances, volume",Poultry meat,Food use,COG,Republic of the Congo,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2050,256.623
Market,"Commodity balances, volume",Poultry meat,Food use,ETH,Ethiopia,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2012,59.002
Market,"Commodity balances, volume",Poultry meat,Food use,ETH,Ethiopia,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2030,135.467
Market,"Commodity balances, volume",Poultry meat,Food use,ETH,Ethiopia,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2035,152.339
Market,"Commodity balances, volume",Poultry meat,Food use,ETH,Ethiopia,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2040,168.048
Market,"Commodity balances, volume",Poultry meat,Food use,ETH,Ethiopia,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2050,195.391
Market,"Commodity balances, volume",Poultry meat,Food use,ETH,Ethiopia,Sub-Saharan Africa,Business As Usual,1000 tonnes,2012,59.002
Market,"Commodity balances, volume",Poultry meat,Food use,ETH,Ethiopia,Sub-Saharan Africa,Business As Usual,1000 tonnes,2030,124.875
Market,"Commodity balances, volume",Poultry meat,Food use,ETH,Ethiopia,Sub-Saharan Africa,Business As Usual,1000 tonnes,2035,144.743
Market,"Commodity balances, volume",Poultry meat,Food use,ETH,Ethiopia,Sub-Saharan Africa,Business As Usual,1000 tonnes,2040,167.035
Market,"Commodity balances, volume",Poultry meat,Food use,ETH,Ethiopia,Sub-Saharan Africa,Business As Usual,1000 tonnes,2050,217.309
Market,"Commodity balances, volume",Poultry meat,Food use,ETH,Ethiopia,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2012,59.002
Market,"Commodity balances, volume",Poultry meat,Food use,ETH,Ethiopia,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2030,124.506
Market,"Commodity balances, volume",Poultry meat,Food use,ETH,Ethiopia,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2035,138.933
Market,"Commodity balances, volume",Poultry meat,Food use,ETH,Ethiopia,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2040,154.03
Market,"Commodity balances, volume",Poultry meat,Food use,ETH,Ethiopia,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2050,180.443
Market,"Commodity balances, volume",Poultry meat,Food use,GAB,Gabon,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2012,53.008
Market,"Commodity balances, volume",Poultry meat,Food use,GAB,Gabon,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2030,85.487
Market,"Commodity balances, volume",Poultry meat,Food use,GAB,Gabon,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2035,98.514
Market,"Commodity balances, volume",Poultry meat,Food use,GAB,Gabon,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2040,113.713
Market,"Commodity balances, volume",Poultry meat,Food use,GAB,Gabon,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2050,147.461
Market,"Commodity balances, volume",Poultry meat,Food use,GAB,Gabon,Sub-Saharan Africa,Business As Usual,1000 tonnes,2012,53.008
Market,"Commodity balances, volume",Poultry meat,Food use,GAB,Gabon,Sub-Saharan Africa,Business As Usual,1000 tonnes,2030,83.384
Market,"Commodity balances, volume",Poultry meat,Food use,GAB,Gabon,Sub-Saharan Africa,Business As Usual,1000 tonnes,2035,93.609
Market,"Commodity balances, volume",Poultry meat,Food use,GAB,Gabon,Sub-Saharan Africa,Business As Usual,1000 tonnes,2040,104.773
Market,"Commodity balances, volume",Poultry meat,Food use,GAB,Gabon,Sub-Saharan Africa,Business As Usual,1000 tonnes,2050,129.445
Market,"Commodity balances, volume",Poultry meat,Food use,GAB,Gabon,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2012,53.008
Market,"Commodity balances, volume",Poultry meat,Food use,GAB,Gabon,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2030,96.794
Market,"Commodity balances, volume",Poultry meat,Food use,GAB,Gabon,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2035,106.926
Market,"Commodity balances, volume",Poultry meat,Food use,GAB,Gabon,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2040,115.455
Market,"Commodity balances, volume",Poultry meat,Food use,GAB,Gabon,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2050,131.344
Market,"Commodity balances, volume",Poultry meat,Food use,GHA,Ghana,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2012,210.317
Market,"Commodity balances, volume",Poultry meat,Food use,GHA,Ghana,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2030,391.605
Market,"Commodity balances, volume",Poultry meat,Food use,GHA,Ghana,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2035,440.199
Market,"Commodity balances, volume",Poultry meat,Food use,GHA,Ghana,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2040,499.43
Market,"Commodity balances, volume",Poultry meat,Food use,GHA,Ghana,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2050,648.749
Market,"Commodity balances, volume",Poultry meat,Food use,GHA,Ghana,Sub-Saharan Africa,Business As Usual,1000 tonnes,2012,210.317
Market,"Commodity balances, volume",Poultry meat,Food use,GHA,Ghana,Sub-Saharan Africa,Business As Usual,1000 tonnes,2030,431.93
Market,"Commodity balances, volume",Poultry meat,Food use,GHA,Ghana,Sub-Saharan Africa,Business As Usual,1000 tonnes,2035,496.966
Market,"Commodity balances, volume",Poultry meat,Food use,GHA,Ghana,Sub-Saharan Africa,Business As Usual,1000 tonnes,2040,568.733
Market,"Commodity balances, volume",Poultry meat,Food use,GHA,Ghana,Sub-Saharan Africa,Business As Usual,1000 tonnes,2050,733.881
Market,"Commodity balances, volume",Poultry meat,Food use,GHA,Ghana,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2012,210.317
Market,"Commodity balances, volume",Poultry meat,Food use,GHA,Ghana,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2030,501.683
Market,"Commodity balances, volume",Poultry meat,Food use,GHA,Ghana,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2035,551.675
Market,"Commodity balances, volume",Poultry meat,Food use,GHA,Ghana,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2040,594.601
Market,"Commodity balances, volume",Poultry meat,Food use,GHA,Ghana,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2050,671.473
Market,"Commodity balances, volume",Poultry meat,Food use,GIN,Guinea,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2012,20.079
Market,"Commodity balances, volume",Poultry meat,Food use,GIN,Guinea,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2030,47.837
Market,"Commodity balances, volume",Poultry meat,Food use,GIN,Guinea,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2035,53.815
Market,"Commodity balances, volume",Poultry meat,Food use,GIN,Guinea,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2040,61.469
Market,"Commodity balances, volume",Poultry meat,Food use,GIN,Guinea,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2050,81.431
Market,"Commodity balances, volume",Poultry meat,Food use,GIN,Guinea,Sub-Saharan Africa,Business As Usual,1000 tonnes,2012,20.079
Market,"Commodity balances, volume",Poultry meat,Food use,GIN,Guinea,Sub-Saharan Africa,Business As Usual,1000 tonnes,2030,46.813
Market,"Commodity balances, volume",Poultry meat,Food use,GIN,Guinea,Sub-Saharan Africa,Business As Usual,1000 tonnes,2035,55.416
Market,"Commodity balances, volume",Poultry meat,Food use,GIN,Guinea,Sub-Saharan Africa,Business As Usual,1000 tonnes,2040,65.112
Market,"Commodity balances, volume",Poultry meat,Food use,GIN,Guinea,Sub-Saharan Africa,Business As Usual,1000 tonnes,2050,88.068
Market,"Commodity balances, volume",Poultry meat,Food use,GIN,Guinea,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2012,20.079
Market,"Commodity balances, volume",Poultry meat,Food use,GIN,Guinea,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2030,52.492
Market,"Commodity balances, volume",Poultry meat,Food use,GIN,Guinea,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2035,58.602
Market,"Commodity balances, volume",Poultry meat,Food use,GIN,Guinea,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2040,64.724
Market,"Commodity balances, volume",Poultry meat,Food use,GIN,Guinea,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2050,76.866
Market,"Commodity balances, volume",Poultry meat,Food use,GMB,Gambia,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2012,6.524
Market,"Commodity balances, volume",Poultry meat,Food use,GMB,Gambia,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2030,16.308
Market,"Commodity balances, volume",Poultry meat,Food use,GMB,Gambia,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2035,19.855
Market,"Commodity balances, volume",Poultry meat,Food use,GMB,Gambia,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2040,23.994
Market,"Commodity balances, volume",Poultry meat,Food use,GMB,Gambia,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2050,33.835
Market,"Commodity balances, volume",Poultry meat,Food use,GMB,Gambia,Sub-Saharan Africa,Business As Usual,1000 tonnes,2012,6.524
Market,"Commodity balances, volume",Poultry meat,Food use,GMB,Gambia,Sub-Saharan Africa,Business As Usual,1000 tonnes,2030,16.573
Market,"Commodity balances, volume",Poultry meat,Food use,GMB,Gambia,Sub-Saharan Africa,Business As Usual,1000 tonnes,2035,20.487
Market,"Commodity balances, volume",Poultry meat,Food use,GMB,Gambia,Sub-Saharan Africa,Business As Usual,1000 tonnes,2040,25.127
Market,"Commodity balances, volume",Poultry meat,Food use,GMB,Gambia,Sub-Saharan Africa,Business As Usual,1000 tonnes,2050,36.873
Market,"Commodity balances, volume",Poultry meat,Food use,GMB,Gambia,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2012,6.524
Market,"Commodity balances, volume",Poultry meat,Food use,GMB,Gambia,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2030,19.878
Market,"Commodity balances, volume",Poultry meat,Food use,GMB,Gambia,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2035,23.38
Market,"Commodity balances, volume",Poultry meat,Food use,GMB,Gambia,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2040,26.626
Market,"Commodity balances, volume",Poultry meat,Food use,GMB,Gambia,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2050,32.815
Market,"Commodity balances, volume",Poultry meat,Food use,KEN,Kenya,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2012,23.682
