Domain,Area,Item,Year,Unit,Value,Flag Description
Producer Prices - Annual,Cyprus,"Meat, goat",2018,USD,5303.4,Official data
Producer Prices - Annual,Cyprus,"Meat, pig",1991,USD,1227.9,Official data
Producer Prices - Annual,Cyprus,"Meat, pig",1992,USD,1313,Official data
Producer Prices - Annual,Cyprus,"Meat, pig",1993,USD,1025.8,Official data
Producer Prices - Annual,Cyprus,"Meat, pig",1994,USD,1097.6,Official data
Producer Prices - Annual,Cyprus,"Meat, pig",1995,USD,1293.7,Official data
Producer Prices - Annual,Cyprus,"Meat, pig",1996,USD,1287.3,Official data
Producer Prices - Annual,Cyprus,"Meat, pig",1997,USD,1197.3,Official data
Producer Prices - Annual,Cyprus,"Meat, pig",1998,USD,1236.5,Official data
Producer Prices - Annual,Cyprus,"Meat, pig",1999,USD,921.3,Official data
Producer Prices - Annual,Cyprus,"Meat, pig",2000,USD,803.7,Official data
Producer Prices - Annual,Cyprus,"Meat, pig",2001,USD,917.9,Official data
Producer Prices - Annual,Cyprus,"Meat, pig",2002,USD,851.9,Official data
Producer Prices - Annual,Cyprus,"Meat, pig",2003,USD,1469.4,Official data
Producer Prices - Annual,Cyprus,"Meat, pig",2004,USD,1814.8,Official data
Producer Prices - Annual,Cyprus,"Meat, pig",2005,USD,1875.6,Official data
Producer Prices - Annual,Cyprus,"Meat, pig",2006,USD,2027.5,Official data
Producer Prices - Annual,Cyprus,"Meat, pig",2007,USD,1991,Official data
Producer Prices - Annual,Cyprus,"Meat, pig",2008,USD,2176.7,Official data
Producer Prices - Annual,Cyprus,"Meat, pig",2009,USD,2125.5,Official data
Producer Prices - Annual,Cyprus,"Meat, pig",2010,USD,2152.2,Official data
Producer Prices - Annual,Cyprus,"Meat, pig",2011,USD,2411.9,Official data
Producer Prices - Annual,Cyprus,"Meat, pig",2012,USD,2544,Official data
Producer Prices - Annual,Cyprus,"Meat, pig",2013,USD,2682,Official data
Producer Prices - Annual,Cyprus,"Meat, pig",2014,USD,2731.7,Official data
Producer Prices - Annual,Cyprus,"Meat, pig",2015,USD,1883.2,Official data
Producer Prices - Annual,Cyprus,"Meat, pig",2016,USD,1928,Official data
Producer Prices - Annual,Cyprus,"Meat, pig",2017,USD,2180.5,Official data
Producer Prices - Annual,Cyprus,"Meat, pig",2018,USD,2204.9,Official data
Producer Prices - Annual,Czechia,"Meat, cattle",1993,USD,1690.1,Official data
Producer Prices - Annual,Czechia,"Meat, cattle",1994,USD,2060.4,Official data
Producer Prices - Annual,Czechia,"Meat, cattle",1995,USD,2429.1,Official data
Producer Prices - Annual,Czechia,"Meat, cattle",1996,USD,2392,Official data
Producer Prices - Annual,Czechia,"Meat, cattle",1997,USD,2037.6,Official data
Producer Prices - Annual,Czechia,"Meat, cattle",1998,USD,2221.1,Official data
Producer Prices - Annual,Czechia,"Meat, cattle",1999,USD,2000.6,Official data
Producer Prices - Annual,Czechia,"Meat, cattle",2000,USD,1898.7,Official data
Producer Prices - Annual,Czechia,"Meat, cattle",2001,USD,1610.9,Official data
Producer Prices - Annual,Czechia,"Meat, cattle",2002,USD,2054.6,Official data
Producer Prices - Annual,Czechia,"Meat, cattle",2003,USD,2368.7,Official data
Producer Prices - Annual,Czechia,"Meat, cattle",2004,USD,2680.3,Official data
Producer Prices - Annual,Czechia,"Meat, cattle",2005,USD,3116.7,Official data
Producer Prices - Annual,Czechia,"Meat, cattle",2006,USD,3413.2,Official data
Producer Prices - Annual,Czechia,"Meat, cattle",2007,USD,3056.6,Official data
Producer Prices - Annual,Czechia,"Meat, cattle",2008,USD,3576.2,Official data
Producer Prices - Annual,Czechia,"Meat, cattle",2009,USD,3204.5,Official data
Producer Prices - Annual,Czechia,"Meat, cattle",2010,USD,3143.8,Official data
Producer Prices - Annual,Czechia,"Meat, cattle",2011,USD,3553.6,Official data
Producer Prices - Annual,Czechia,"Meat, cattle",2012,USD,3541.6,Official data
Producer Prices - Annual,Czechia,"Meat, cattle",2013,USD,3753.2,Official data
Producer Prices - Annual,Czechia,"Meat, cattle",2014,USD,3513.6,Official data
Producer Prices - Annual,Czechia,"Meat, cattle",2015,USD,2983.4,Official data
Producer Prices - Annual,Czechia,"Meat, cattle",2016,USD,3010.7,Official data
Producer Prices - Annual,Czechia,"Meat, chicken",1993,USD,1046.3,Official data
Producer Prices - Annual,Czechia,"Meat, chicken",1994,USD,1127.9,Official data
Producer Prices - Annual,Czechia,"Meat, chicken",1995,USD,1116.5,Official data
Producer Prices - Annual,Czechia,"Meat, chicken",1996,USD,1161.2,Official data
Producer Prices - Annual,Czechia,"Meat, chicken",1997,USD,1127.4,Official data
Producer Prices - Annual,Czechia,"Meat, chicken",1998,USD,1141.2,Official data
Producer Prices - Annual,Czechia,"Meat, chicken",1999,USD,878,Official data
Producer Prices - Annual,Czechia,"Meat, chicken",2000,USD,750.6,Official data
Producer Prices - Annual,Czechia,"Meat, chicken",2001,USD,905.2,Calculated data
Producer Prices - Annual,Czechia,"Meat, chicken",2002,USD,911.5,Calculated data
Producer Prices - Annual,Czechia,"Meat, chicken",2003,USD,990.4,Calculated data
Producer Prices - Annual,Czechia,"Meat, chicken",2004,USD,1144.7,Calculated data
Producer Prices - Annual,Czechia,"Meat, chicken",2005,USD,1179,Calculated data
Producer Prices - Annual,Czechia,"Meat, chicken",2006,USD,1133.8,Calculated data
Producer Prices - Annual,Czechia,"Meat, chicken",2007,USD,1378.1,Calculated data
Producer Prices - Annual,Czechia,"Meat, chicken",2008,USD,1782.2,Calculated data
Producer Prices - Annual,Czechia,"Meat, chicken",2009,USD,1445,Calculated data
Producer Prices - Annual,Czechia,"Meat, chicken",2010,USD,1422.5,Calculated data
Producer Prices - Annual,Czechia,"Meat, chicken",2011,USD,1666,Calculated data
Producer Prices - Annual,Czechia,"Meat, chicken",2012,USD,1572.1,Calculated data
Producer Prices - Annual,Czechia,"Meat, chicken",2013,USD,1685.7,Calculated data
Producer Prices - Annual,Czechia,"Meat, chicken",2014,USD,1532.6,Calculated data
Producer Prices - Annual,Czechia,"Meat, chicken",2015,USD,1286.4,Calculated data
Producer Prices - Annual,Czechia,"Meat, goat",1993,USD,480.2,Official data
Producer Prices - Annual,Czechia,"Meat, pig",1993,USD,1116.1,Official data
Producer Prices - Annual,Czechia,"Meat, pig",1994,USD,1356.6,Official data
Producer Prices - Annual,Czechia,"Meat, pig",1995,USD,1594.6,Official data
Producer Prices - Annual,Czechia,"Meat, pig",1996,USD,1608.6,Official data
Producer Prices - Annual,Czechia,"Meat, pig",1997,USD,1378.8,Official data
Producer Prices - Annual,Czechia,"Meat, pig",1998,USD,1297.8,Official data
Producer Prices - Annual,Czechia,"Meat, pig",1999,USD,1084.4,Official data
Producer Prices - Annual,Czechia,"Meat, pig",2000,USD,1128.9,Official data
Producer Prices - Annual,Czechia,"Meat, pig",2001,USD,1412.8,Official data
Producer Prices - Annual,Czechia,"Meat, pig",2002,USD,1259.3,Official data
Producer Prices - Annual,Czechia,"Meat, pig",2003,USD,1304.9,Official data
Producer Prices - Annual,Czechia,"Meat, pig",2004,USD,1573.1,Official data
Producer Prices - Annual,Czechia,"Meat, pig",2005,USD,1731.3,Official data
Producer Prices - Annual,Czechia,"Meat, pig",2006,USD,1803.9,Official data
Producer Prices - Annual,Czechia,"Meat, pig",2007,USD,1807.5,Official data
Producer Prices - Annual,Czechia,"Meat, pig",2008,USD,2242,Official data
Producer Prices - Annual,Czechia,"Meat, pig",2009,USD,1972.5,Official data
Producer Prices - Annual,Czechia,"Meat, pig",2010,USD,1793.1,Official data
Producer Prices - Annual,Czechia,"Meat, pig",2011,USD,2011.7,Official data
Producer Prices - Annual,Czechia,"Meat, pig",2012,USD,2131.4,Official data
Producer Prices - Annual,Czechia,"Meat, pig",2013,USD,2189.6,Official data
Producer Prices - Annual,Czechia,"Meat, pig",2014,USD,2065.6,Official data
Producer Prices - Annual,Czechia,"Meat, pig",2015,USD,1522.2,Official data
Producer Prices - Annual,Czechia,"Meat, pig",2016,USD,1520.9,Official data
Producer Prices - Annual,Czechoslovakia,"Meat, cattle",1991,USD,1507.5,Official data
Producer Prices - Annual,Czechoslovakia,"Meat, chicken",1991,USD,1058.1,Official data
Producer Prices - Annual,Czechoslovakia,"Meat, pig",1991,USD,1025.8,Official data
Producer Prices - Annual,Denmark,"Meat, cattle",1991,USD,3185.2,Official data
Producer Prices - Annual,Denmark,"Meat, cattle",1992,USD,3292.5,Official data
Producer Prices - Annual,Denmark,"Meat, cattle",1993,USD,3084.4,Official data
Producer Prices - Annual,Denmark,"Meat, cattle",1994,USD,2977.4,Official data
Producer Prices - Annual,Denmark,"Meat, cattle",1995,USD,3005.5,Official data
Producer Prices - Annual,Denmark,"Meat, cattle",1996,USD,2793.9,Official data
Producer Prices - Annual,Denmark,"Meat, cattle",1997,USD,2596.1,Official data
Producer Prices - Annual,Denmark,"Meat, cattle",1998,USD,2363.9,Official data
Producer Prices - Annual,Denmark,"Meat, cattle",1999,USD,2403.4,Official data
Producer Prices - Annual,Denmark,"Meat, cattle",2000,USD,2074.3,Official data
Producer Prices - Annual,Denmark,"Meat, cattle",2001,USD,1661.9,Official data
Producer Prices - Annual,Denmark,"Meat, cattle",2002,USD,1763.1,Official data
Producer Prices - Annual,Denmark,"Meat, cattle",2003,USD,2090.3,Official data
Producer Prices - Annual,Denmark,"Meat, cattle",2004,USD,2398.7,Official data
Producer Prices - Annual,Denmark,"Meat, cattle",2005,USD,2728.9,Official data
Producer Prices - Annual,Denmark,"Meat, cattle",2006,USD,2965.5,Official data
Producer Prices - Annual,Denmark,"Meat, cattle",2007,USD,3146.4,Official data
Producer Prices - Annual,Denmark,"Meat, cattle",2008,USD,3605.5,Official data
Producer Prices - Annual,Denmark,"Meat, cattle",2009,USD,3142,Official data
Producer Prices - Annual,Denmark,"Meat, cattle",2010,USD,3179.6,Official data
Producer Prices - Annual,Denmark,"Meat, cattle",2011,USD,3807.7,Official data
Producer Prices - Annual,Denmark,"Meat, cattle",2012,USD,3898.8,Official data
Producer Prices - Annual,Denmark,"Meat, cattle",2013,USD,4053.8,Official data
Producer Prices - Annual,Denmark,"Meat, cattle",2014,USD,3729.7,Official data
Producer Prices - Annual,Denmark,"Meat, cattle",2015,USD,3264.6,Official data
Producer Prices - Annual,Denmark,"Meat, cattle",2016,USD,3070.1,Official data
Producer Prices - Annual,Denmark,"Meat, cattle",2017,USD,3305.8,Official data
Producer Prices - Annual,Denmark,"Meat, cattle",2018,USD,3481.6,Official data
Producer Prices - Annual,Denmark,"Meat, chicken",1991,USD,872.4,Official data
Producer Prices - Annual,Denmark,"Meat, chicken",1992,USD,902.1,Official data
Producer Prices - Annual,Denmark,"Meat, chicken",1993,USD,992.3,Official data
Producer Prices - Annual,Denmark,"Meat, chicken",1994,USD,962.3,Official data
Producer Prices - Annual,Denmark,"Meat, chicken",1995,USD,1131.1,Official data
Producer Prices - Annual,Denmark,"Meat, chicken",1996,USD,1175.1,Official data
Producer Prices - Annual,Denmark,"Meat, chicken",1997,USD,993.9,Official data
Producer Prices - Annual,Denmark,"Meat, chicken",1998,USD,905.3,Official data
Producer Prices - Annual,Denmark,"Meat, chicken",1999,USD,858.9,Official data
Producer Prices - Annual,Denmark,"Meat, chicken",2000,USD,741.3,Official data
Producer Prices - Annual,Denmark,"Meat, chicken",2001,USD,807.9,Official data
Producer Prices - Annual,Denmark,"Meat, chicken",2002,USD,793.7,Official data
Producer Prices - Annual,Denmark,"Meat, chicken",2003,USD,933.1,Official data
Producer Prices - Annual,Denmark,"Meat, chicken",2004,USD,1067.6,Official data
Producer Prices - Annual,Denmark,"Meat, chicken",2005,USD,1035.2,Official data
Producer Prices - Annual,Denmark,"Meat, chicken",2006,USD,946.2,Official data
Producer Prices - Annual,Denmark,"Meat, chicken",2007,USD,1139.3,Official data
Producer Prices - Annual,Denmark,"Meat, chicken",2008,USD,1544.1,Official data
Producer Prices - Annual,Denmark,"Meat, chicken",2009,USD,1328.7,Official data
Producer Prices - Annual,Denmark,"Meat, chicken",2010,USD,1246.4,Official data
Producer Prices - Annual,Denmark,"Meat, chicken",2011,USD,1531.8,Official data
Producer Prices - Annual,Denmark,"Meat, chicken",2012,USD,1467.8,Official data
Producer Prices - Annual,Denmark,"Meat, chicken",2013,USD,1662.7,Official data
Producer Prices - Annual,Denmark,"Meat, chicken",2014,USD,1663.8,Official data
Producer Prices - Annual,Denmark,"Meat, chicken",2015,USD,1188.2,Official data
Producer Prices - Annual,Denmark,"Meat, chicken",2016,USD,1192.9,Official data
Producer Prices - Annual,Denmark,"Meat, chicken",2017,USD,1181.8,Official data
Producer Prices - Annual,Denmark,"Meat, chicken",2018,USD,1297.3,Official data
Producer Prices - Annual,Denmark,"Meat, pig",1991,USD,1906.2,Official data
Producer Prices - Annual,Denmark,"Meat, pig",1992,USD,2049.5,Official data
Producer Prices - Annual,Denmark,"Meat, pig",1993,USD,1522.1,Official data
Producer Prices - Annual,Denmark,"Meat, pig",1994,USD,1654.7,Official data
Producer Prices - Annual,Denmark,"Meat, pig",1995,USD,2052,Official data
Producer Prices - Annual,Denmark,"Meat, pig",1996,USD,2038.9,Official data
Producer Prices - Annual,Denmark,"Meat, pig",1997,USD,1282.2,Official data
Producer Prices - Annual,Denmark,"Meat, pig",1998,USD,1177.2,Official data
Producer Prices - Annual,Denmark,"Meat, pig",1999,USD,1453.5,Official data
Producer Prices - Annual,Denmark,"Meat, pig",2000,USD,1254.5,Official data
Producer Prices - Annual,Denmark,"Meat, pig",2001,USD,1435.9,Official data
Producer Prices - Annual,Denmark,"Meat, pig",2002,USD,1214.6,Official data
Producer Prices - Annual,Denmark,"Meat, pig",2003,USD,1258.7,Official data
Producer Prices - Annual,Denmark,"Meat, pig",2004,USD,1544.5,Official data
Producer Prices - Annual,Denmark,"Meat, pig",2005,USD,1579,Official data
Producer Prices - Annual,Denmark,"Meat, pig",2006,USD,1693.2,Official data
Producer Prices - Annual,Denmark,"Meat, pig",2007,USD,1695.7,Official data
Producer Prices - Annual,Denmark,"Meat, pig",2008,USD,1891.4,Official data
Producer Prices - Annual,Denmark,"Meat, pig",2009,USD,1771.6,Official data
Producer Prices - Annual,Denmark,"Meat, pig",2010,USD,1736.1,Official data
Producer Prices - Annual,Denmark,"Meat, pig",2011,USD,2001,Official data
Producer Prices - Annual,Denmark,"Meat, pig",2012,USD,2129.6,Official data
Producer Prices - Annual,Denmark,"Meat, pig",2013,USD,2207.9,Official data
Producer Prices - Annual,Denmark,"Meat, pig",2014,USD,2209.4,Official data
Producer Prices - Annual,Denmark,"Meat, pig",2015,USD,1517.7,Official data
Producer Prices - Annual,Denmark,"Meat, pig",2016,USD,1662.4,Official data
Producer Prices - Annual,Denmark,"Meat, pig",2017,USD,1894.8,Official data
Producer Prices - Annual,Denmark,"Meat, pig",2018,USD,1631.6,Official data
Producer Prices - Annual,Dominican Republic,"Meat, cattle",1991,USD,2423.6,Official data
Producer Prices - Annual,Dominican Republic,"Meat, cattle",1992,USD,2408.1,Official data
Producer Prices - Annual,Dominican Republic,"Meat, cattle",1999,USD,2296.3,Official data
Producer Prices - Annual,Dominican Republic,"Meat, cattle",2000,USD,2159.6,Official data
Producer Prices - Annual,Dominican Republic,"Meat, cattle",2001,USD,2197.9,Official data
Producer Prices - Annual,Dominican Republic,"Meat, cattle",2002,USD,1670.6,Official data
Producer Prices - Annual,Dominican Republic,"Meat, cattle",2003,USD,1323.7,Official data
Producer Prices - Annual,Dominican Republic,"Meat, cattle",2006,USD,1175.3,Official data
Producer Prices - Annual,Dominican Republic,"Meat, cattle",2007,USD,1383.8,Official data
Producer Prices - Annual,Dominican Republic,"Meat, cattle",2008,USD,1264.6,Official data
Producer Prices - Annual,Dominican Republic,"Meat, cattle",2009,USD,1248.7,Official data
Producer Prices - Annual,Dominican Republic,"Meat, cattle",2010,USD,1208.5,Official data
Producer Prices - Annual,Dominican Republic,"Meat, cattle",2011,USD,1276.7,Official data
Producer Prices - Annual,Dominican Republic,"Meat, cattle",2012,USD,3126.1,Official data
Producer Prices - Annual,Dominican Republic,"Meat, cattle",2014,USD,2298,Official data
Producer Prices - Annual,Dominican Republic,"Meat, cattle",2015,USD,2003.6,Official data
Producer Prices - Annual,Dominican Republic,"Meat, chicken",1991,USD,1172.4,Official data
Producer Prices - Annual,Dominican Republic,"Meat, chicken",1992,USD,1164.9,Official data
Producer Prices - Annual,Dominican Republic,"Meat, chicken",1993,USD,1130.5,Official data
Producer Prices - Annual,Dominican Republic,"Meat, chicken",1994,USD,1088.9,Official data
Producer Prices - Annual,Dominican Republic,"Meat, chicken",1995,USD,908,Official data
Producer Prices - Annual,Dominican Republic,"Meat, chicken",2007,USD,1047.6,Official data
Producer Prices - Annual,Dominican Republic,"Meat, chicken",2008,USD,1330.4,Official data
Producer Prices - Annual,Dominican Republic,"Meat, chicken",2009,USD,1294.2,Official data
Producer Prices - Annual,Dominican Republic,"Meat, chicken",2010,USD,764.1,Official data
Producer Prices - Annual,Dominican Republic,"Meat, chicken",2011,USD,1431.8,Official data
Producer Prices - Annual,Dominican Republic,"Meat, chicken",2012,USD,2255,Official data
Producer Prices - Annual,Dominican Republic,"Meat, chicken",2014,USD,1838.7,Official data
Producer Prices - Annual,Dominican Republic,"Meat, chicken",2015,USD,1407.4,Official data
Producer Prices - Annual,Dominican Republic,"Meat, goat",1991,USD,1418.2,Official data
Producer Prices - Annual,Dominican Republic,"Meat, goat",1992,USD,1409.1,Official data
Producer Prices - Annual,Dominican Republic,"Meat, goat",1993,USD,1600.5,Official data
Producer Prices - Annual,Dominican Republic,"Meat, goat",1994,USD,1431.4,Official data
Producer Prices - Annual,Dominican Republic,"Meat, goat",1995,USD,1323.8,Official data
Producer Prices - Annual,Dominican Republic,"Meat, goat",1996,USD,1524.5,Official data
Producer Prices - Annual,Dominican Republic,"Meat, goat",1997,USD,1191.7,Official data
Producer Prices - Annual,Dominican Republic,"Meat, goat",1998,USD,1179,Official data
Producer Prices - Annual,Dominican Republic,"Meat, goat",1999,USD,1247.4,Official data
Producer Prices - Annual,Dominican Republic,"Meat, goat",2000,USD,1340.2,Official data
Producer Prices - Annual,Dominican Republic,"Meat, goat",2001,USD,1238.8,Official data
Producer Prices - Annual,Dominican Republic,"Meat, goat",2002,USD,1718.4,Official data
Producer Prices - Annual,Dominican Republic,"Meat, goat",2003,USD,1279.2,Official data
Producer Prices - Annual,Dominican Republic,"Meat, goat",2012,USD,5537.5,Official data
Producer Prices - Annual,Dominican Republic,"Meat, goat",2015,USD,2364.6,Official data
Producer Prices - Annual,Dominican Republic,"Meat, pig",1991,USD,1339.4,Official data
Producer Prices - Annual,Dominican Republic,"Meat, pig",1992,USD,1409.1,Official data
Producer Prices - Annual,Dominican Republic,"Meat, pig",1993,USD,1143.9,Official data
Producer Prices - Annual,Dominican Republic,"Meat, pig",1994,USD,1215.8,Official data
Producer Prices - Annual,Dominican Republic,"Meat, pig",1995,USD,1291.3,Official data
Producer Prices - Annual,Dominican Republic,"Meat, pig",1996,USD,1022.2,Official data
Producer Prices - Annual,Dominican Republic,"Meat, pig",1999,USD,2116.2,Official data
Producer Prices - Annual,Dominican Republic,"Meat, pig",2000,USD,1598.2,Official data
Producer Prices - Annual,Dominican Republic,"Meat, pig",2001,USD,1768.7,Official data
Producer Prices - Annual,Dominican Republic,"Meat, pig",2002,USD,1782.4,Official data
Producer Prices - Annual,Dominican Republic,"Meat, pig",2003,USD,1309.7,Official data
Producer Prices - Annual,Dominican Republic,"Meat, pig",2007,USD,1454.2,Official data
Producer Prices - Annual,Dominican Republic,"Meat, pig",2008,USD,1760.4,Official data
Producer Prices - Annual,Dominican Republic,"Meat, pig",2009,USD,1728.1,Official data
Producer Prices - Annual,Dominican Republic,"Meat, pig",2010,USD,1750.4,Official data
Producer Prices - Annual,Dominican Republic,"Meat, pig",2011,USD,1766,Official data
Producer Prices - Annual,Dominican Republic,"Meat, pig",2012,USD,4001.3,Official data
Producer Prices - Annual,Dominican Republic,"Meat, pig",2014,USD,1978.5,Official data
Producer Prices - Annual,Dominican Republic,"Meat, pig",2015,USD,1834.6,Official data
Producer Prices - Annual,Ecuador,"Meat, cattle",2003,USD,2842,Calculated data
Producer Prices - Annual,Ecuador,"Meat, cattle",2004,USD,1702,Calculated data
Producer Prices - Annual,Ecuador,"Meat, cattle",2005,USD,2010,Calculated data
Producer Prices - Annual,Ecuador,"Meat, cattle",2006,USD,2214.6,Calculated data
Producer Prices - Annual,Ecuador,"Meat, cattle",2007,USD,2522.2,Calculated data
Producer Prices - Annual,Ecuador,"Meat, cattle",2008,USD,2944,Calculated data
Producer Prices - Annual,Ecuador,"Meat, cattle",2009,USD,3381.4,Calculated data
Producer Prices - Annual,Ecuador,"Meat, cattle",2010,USD,3396.1,Calculated data
Producer Prices - Annual,Ecuador,"Meat, cattle",2011,USD,2898.3,Calculated data
Producer Prices - Annual,Ecuador,"Meat, cattle",2012,USD,2808,Calculated data
Producer Prices - Annual,Ecuador,"Meat, cattle",2013,USD,3004.9,Calculated data
Producer Prices - Annual,Ecuador,"Meat, cattle",2014,USD,3512.7,Calculated data
Producer Prices - Annual,Ecuador,"Meat, cattle",2015,USD,4111.1,Calculated data
Producer Prices - Annual,Ecuador,"Meat, chicken",1991,USD,1639.3,Official data
Producer Prices - Annual,Ecuador,"Meat, chicken",1992,USD,1436.3,Official data
Producer Prices - Annual,Ecuador,"Meat, chicken",1993,USD,1417,Official data
Producer Prices - Annual,Ecuador,"Meat, chicken",1994,USD,1539.2,Official data
Producer Prices - Annual,Ecuador,"Meat, chicken",1995,USD,1853.3,Official data
Producer Prices - Annual,Ecuador,"Meat, chicken",1996,USD,1847.3,Official data
Producer Prices - Annual,Ecuador,"Meat, chicken",1997,USD,1835.2,Official data
Producer Prices - Annual,Ecuador,"Meat, chicken",1998,USD,1792.5,Official data
Producer Prices - Annual,Ecuador,"Meat, chicken",1999,USD,1206.9,Official data
Producer Prices - Annual,Ecuador,"Meat, chicken",2000,USD,1250,Official data
Producer Prices - Annual,Ecuador,"Meat, chicken",2001,USD,1724,Official data
Producer Prices - Annual,Ecuador,"Meat, chicken",2002,USD,1970,Official data
Producer Prices - Annual,Ecuador,"Meat, chicken",2003,USD,1884,Official data
Producer Prices - Annual,Ecuador,"Meat, pig",2012,USD,2813.4,Calculated data
Producer Prices - Annual,Ecuador,"Meat, pig",2013,USD,2955.3,Calculated data
Producer Prices - Annual,Ecuador,"Meat, pig",2014,USD,3097.2,Calculated data
Producer Prices - Annual,Ecuador,"Meat, pig",2015,USD,3239.1,Calculated data
Producer Prices - Annual,Egypt,"Meat, cattle",1991,USD,2333.3,Official data
Producer Prices - Annual,Egypt,"Meat, cattle",1992,USD,2257.8,Official data
Producer Prices - Annual,Egypt,"Meat, cattle",1993,USD,2350.2,Official data
Producer Prices - Annual,Egypt,"Meat, cattle",1994,USD,2384,Official data
Producer Prices - Annual,Egypt,"Meat, cattle",1995,USD,2626.6,Official data
Producer Prices - Annual,Egypt,"Meat, cattle",1996,USD,2703.8,Official data
Producer Prices - Annual,Egypt,"Meat, cattle",1997,USD,2773.9,Official data
Producer Prices - Annual,Egypt,"Meat, cattle",1998,USD,3461.6,Official data
Producer Prices - Annual,Egypt,"Meat, cattle",1999,USD,3533.8,Official data
Producer Prices - Annual,Egypt,"Meat, cattle",2000,USD,3584.3,Official data
Producer Prices - Annual,Egypt,"Meat, cattle",2001,USD,3243.4,Official data
Producer Prices - Annual,Egypt,"Meat, cattle",2002,USD,3052.4,Official data
Producer Prices - Annual,Egypt,"Meat, cattle",2003,USD,2612.6,Official data
Producer Prices - Annual,Egypt,"Meat, cattle",2004,USD,3009.4,Official data
Producer Prices - Annual,Egypt,"Meat, cattle",2005,USD,3718.6,Official data
Producer Prices - Annual,Egypt,"Meat, cattle",2006,USD,3875,Official data
Producer Prices - Annual,Egypt,"Meat, cattle",2007,USD,3953.7,Official data
Producer Prices - Annual,Egypt,"Meat, cattle",2008,USD,4483,Official data
Producer Prices - Annual,Egypt,"Meat, cattle",2009,USD,4797.1,Official data
Producer Prices - Annual,Egypt,"Meat, cattle",2010,USD,5502.4,Official data
Producer Prices - Annual,Egypt,"Meat, cattle",2011,USD,5352.6,Official data
Producer Prices - Annual,Egypt,"Meat, cattle",2012,USD,5575.4,Official data
Producer Prices - Annual,Egypt,"Meat, cattle",2013,USD,5424.8,Official data
Producer Prices - Annual,Egypt,"Meat, cattle",2014,USD,5392.9,Official data
Producer Prices - Annual,Egypt,"Meat, cattle",2015,USD,6172.6,Official data
Producer Prices - Annual,Egypt,"Meat, cattle",2016,USD,5628.3,Official data
Producer Prices - Annual,Egypt,"Meat, cattle",2017,USD,4125,Official data
Producer Prices - Annual,Egypt,"Meat, chicken",1991,USD,803.1,Official data
Producer Prices - Annual,Egypt,"Meat, chicken",1992,USD,830.9,Official data
Producer Prices - Annual,Egypt,"Meat, chicken",1993,USD,1193.1,Official data
Producer Prices - Annual,Egypt,"Meat, chicken",1994,USD,1533.2,Official data
Producer Prices - Annual,Egypt,"Meat, chicken",1995,USD,1757,Official data
Producer Prices - Annual,Egypt,"Meat, chicken",1996,USD,1893,Official data
Producer Prices - Annual,Egypt,"Meat, chicken",1997,USD,1932.9,Official data
Producer Prices - Annual,Egypt,"Meat, chicken",1998,USD,1443,Official data
Producer Prices - Annual,Egypt,"Meat, chicken",1999,USD,1324.2,Official data
Producer Prices - Annual,Egypt,"Meat, chicken",2000,USD,1260.4,Official data
Producer Prices - Annual,Egypt,"Meat, chicken",2001,USD,1126.4,Official data
Producer Prices - Annual,Egypt,"Meat, chicken",2002,USD,1037.6,Official data
Producer Prices - Annual,Egypt,"Meat, chicken",2003,USD,924.5,Official data
Producer Prices - Annual,Egypt,"Meat, chicken",2004,USD,1089.9,Official data
Producer Prices - Annual,Egypt,"Meat, chicken",2005,USD,1108.5,Official data
Producer Prices - Annual,Egypt,"Meat, chicken",2006,USD,1320.4,Official data
Producer Prices - Annual,Egypt,"Meat, chicken",2007,USD,1407.7,Official data
Producer Prices - Annual,Egypt,"Meat, chicken",2008,USD,1965,Official data
Producer Prices - Annual,Egypt,"Meat, chicken",2009,USD,1953.6,Official data
Producer Prices - Annual,Egypt,"Meat, chicken",2010,USD,2059.1,Official data
Producer Prices - Annual,Egypt,"Meat, chicken",2011,USD,2090.6,Official data
Producer Prices - Annual,Egypt,"Meat, chicken",2012,USD,2187.4,Official data
Producer Prices - Annual,Egypt,"Meat, chicken",2013,USD,2309.5,Official data
Producer Prices - Annual,Egypt,"Meat, chicken",2014,USD,2444.8,Official data
Producer Prices - Annual,Egypt,"Meat, chicken",2015,USD,2379.3,Official data
Producer Prices - Annual,Egypt,"Meat, chicken",2016,USD,2061,Official data
Producer Prices - Annual,Egypt,"Meat, chicken",2017,USD,1510.5,Official data
Producer Prices - Annual,Egypt,"Meat, goat",1991,USD,2501.6,Official data
Producer Prices - Annual,Egypt,"Meat, goat",1992,USD,2393.3,Official data
Producer Prices - Annual,Egypt,"Meat, goat",1993,USD,3063.4,Official data
Producer Prices - Annual,Egypt,"Meat, goat",1994,USD,3249.5,Official data
Producer Prices - Annual,Egypt,"Meat, goat",1995,USD,3334.1,Official data
Producer Prices - Annual,Egypt,"Meat, goat",1996,USD,3402.6,Official data
Producer Prices - Annual,Egypt,"Meat, goat",1997,USD,3511.6,Official data
Producer Prices - Annual,Egypt,"Meat, goat",1998,USD,3888.7,Official data
Producer Prices - Annual,Egypt,"Meat, goat",1999,USD,4005.3,Official data
Producer Prices - Annual,Egypt,"Meat, goat",2000,USD,3945.2,Official data
Producer Prices - Annual,Egypt,"Meat, goat",2001,USD,3512.2,Official data
Producer Prices - Annual,Egypt,"Meat, goat",2002,USD,3294.7,Official data
